PROVINCECODE,ID,COUNTRYCODE,PROVINCENAME,LOAD_TIME
AD-02,1,AD,"Canillo",
AD-03,2,AD,"Encamp",
AD-04,3,AD,"La Massana",
AD-05,4,AD,"Ordino",
AD-06,5,AD,"Sant Julia de Loria",
AD-07,6,AD,"Andorra la Vella",
AD-08,7,AD,"Escaldes-Engordany",
AE-AJ,8,AE,"'Ajman",
AE-AZ,9,AE,"Abu Zaby",
AE-DU,10,AE,"Dubayy",
AE-FU,11,AE,"Al Fujayrah",
AE-RK,12,AE,"Ra's al Khaymah",
AE-SH,13,AE,"Ash Shariqah",
AE-UQ,14,AE,"Umm al Qaywayn",
AF-BAL,15,AF,"Balkh",
AF-BAM,16,AF,"Bamyan",
AF-BDG,17,AF,"Badghis",
AF-BGL,18,AF,"Baghlan",
AF-DAY,19,AF,"Daykundi",
AF-FRA,20,AF,"Farah",
AF-FYB,21,AF,"Faryab",
AF-GHA,22,AF,"Ghazni",
AF-GHO,23,AF,"Ghor",
AF-HEL,24,AF,"Helmand",
AF-HER,25,AF,"Herat",
AF-JOW,26,AF,"Jowzjan",
AF-KAB,27,AF,"Kabul",
AF-KAN,28,AF,"Kandahar",
AF-KDZ,29,AF,"Kunduz",
AF-KHO,30,AF,"Khost",
AF-LAG,31,AF,"Laghman",
AF-LOG,32,AF,"Logar",
AF-NAN,33,AF,"Nangarhar",
AF-NIM,34,AF,"Nimroz",
AF-PAR,35,AF,"Parwan",
AF-PIA,36,AF,"Paktiya",
AF-PKA,37,AF,"Paktika",
AF-SAM,38,AF,"Samangan",
AF-SAR,39,AF,"Sar-e Pul",
AF-TAK,40,AF,"Takhar",
AF-URU,41,AF,"Uruzgan",
AG-03,42,AG,"Saint George",
AG-04,43,AG,"Saint John",
AG-05,44,AG,"Saint Mary",
AG-07,45,AG,"Saint Peter",
AG-08,46,AG,"Saint Philip",
AG-10,47,AG,"Barbuda",
AL-01,48,AL,"Berat",
AL-02,49,AL,"Durres",
AL-03,50,AL,"Elbasan",
AL-04,51,AL,"Fier",
AL-05,52,AL,"Gjirokaster",
AL-06,53,AL,"Korce",
AL-07,54,AL,"Kukes",
AL-08,55,AL,"Lezhe",
AL-09,56,AL,"Diber",
AL-10,57,AL,"Shkoder",
AL-11,58,AL,"Tirane",
AL-12,59,AL,"Vlore",
AM-AG,60,AM,"Aragacotn",
AM-AR,61,AM,"Ararat",
AM-AV,62,AM,"Armavir",
AM-ER,63,AM,"Erevan",
AM-GR,64,AM,"Gegark'unik'",
AM-KT,65,AM,"Kotayk'",
AM-LO,66,AM,"Lori",
AM-SH,67,AM,"Sirak",
AM-SU,68,AM,"Syunik'",
AM-TV,69,AM,"Tavus",
AM-VD,70,AM,"Vayoc Jor",
AO-BGO,71,AO,"Bengo",
AO-BGU,72,AO,"Benguela",
AO-BIE,73,AO,"Bie",
AO-CAB,74,AO,"Cabinda",
AO-CCU,75,AO,"Cuando Cubango",
AO-CNN,76,AO,"Cunene",
AO-CNO,77,AO,"Cuanza-Norte",
AO-CUS,78,AO,"Cuanza-Sul",
AO-HUA,79,AO,"Huambo",
AO-HUI,80,AO,"Huila",
AO-LNO,81,AO,"Lunda-Norte",
AO-LSU,82,AO,"Lunda-Sul",
AO-LUA,83,AO,"Luanda",
AO-MAL,84,AO,"Malange",
AO-MOX,85,AO,"Moxico",
AO-NAM,86,AO,"Namibe",
AO-UIG,87,AO,"Uige",
AO-ZAI,88,AO,"Zaire",
AR-A,89,AR,"Salta",
AR-B,90,AR,"Buenos Aires",
AR-C,91,AR,"Ciudad Autonoma de Buenos Aires",
AR-D,92,AR,"San Luis",
AR-E,93,AR,"Entre Rios",
AR-F,94,AR,"La Rioja",
AR-G,95,AR,"Santiago del Estero",
AR-H,96,AR,"Chaco",
AR-J,97,AR,"San Juan",
AR-K,98,AR,"Catamarca",
AR-L,99,AR,"La Pampa",
AR-M,100,AR,"Mendoza",
AR-N,101,AR,"Misiones",
AR-P,102,AR,"Formosa",
AR-Q,103,AR,"Neuquen",
AR-R,104,AR,"Rio Negro",
AR-S,105,AR,"Santa Fe",
AR-T,106,AR,"Tucuman",
AR-U,107,AR,"Chubut",
AR-V,108,AR,"Tierra del Fuego",
AR-W,109,AR,"Corrientes",
AR-X,110,AR,"Cordoba",
AR-Y,111,AR,"Jujuy",
AR-Z,112,AR,"Santa Cruz",
AT-1,113,AT,"Burgenland",
AT-2,114,AT,"Karnten",
AT-3,115,AT,"Niederosterreich",
AT-4,116,AT,"Oberosterreich",
AT-5,117,AT,"Salzburg",
AT-6,118,AT,"Steiermark",
AT-7,119,AT,"Tirol",
AT-8,120,AT,"Vorarlberg",
AT-9,121,AT,"Wien",
AU-ACT,122,AU,"Australian Capital Territory",
AU-NSW,123,AU,"New South Wales",
AU-NT,124,AU,"Northern Territory",
AU-QLD,125,AU,"Queensland",
AU-SA,126,AU,"South Australia",
AU-TAS,127,AU,"Tasmania",
AU-VIC,128,AU,"Victoria",
AU-WA,129,AU,"Western Australia",
AZ-ABS,130,AZ,"Abseron",
AZ-AGA,131,AZ,"Agstafa",
AZ-AGC,132,AZ,"Agcabadi",
AZ-AGS,133,AZ,"Agdas",
AZ-AGU,134,AZ,"Agsu",
AZ-AST,135,AZ,"Astara",
AZ-BA,136,AZ,"Baki",
AZ-BAL,137,AZ,"Balakan",
AZ-BAR,138,AZ,"Barda",
AZ-BEY,139,AZ,"Beylaqan",
AZ-BIL,140,AZ,"Bilasuvar",
AZ-CAL,141,AZ,"Calilabad",
AZ-DAS,142,AZ,"Daskasan",
AZ-GA,143,AZ,"Ganca",
AZ-GAD,144,AZ,"Gadabay",
AZ-GOY,145,AZ,"Goycay",
AZ-GYG,146,AZ,"Goygol",
AZ-IMI,147,AZ,"Imisli",
AZ-ISM,148,AZ,"Ismayilli",
AZ-KUR,149,AZ,"Kurdamir",
AZ-LA,150,AZ,"Lankaran",
AZ-MAS,151,AZ,"Masalli",
AZ-MI,152,AZ,"Mingacevir",
AZ-NEF,153,AZ,"Neftcala",
AZ-NX,154,AZ,"Naxcivan",
AZ-OGU,155,AZ,"Oguz",
AZ-QAB,156,AZ,"Qabala",
AZ-QAX,157,AZ,"Qax",
AZ-QAZ,158,AZ,"Qazax",
AZ-QBA,159,AZ,"Quba",
AZ-QUS,160,AZ,"Qusar",
AZ-SAB,161,AZ,"Sabirabad",
AZ-SAK,162,AZ,"Saki",
AZ-SAL,163,AZ,"Salyan",
AZ-SAT,164,AZ,"Saatli",
AZ-SIY,165,AZ,"Siyazan",
AZ-SKR,166,AZ,"Samkir",
AZ-SM,167,AZ,"Sumqayit",
AZ-SMI,168,AZ,"Samaxi",
AZ-SMX,169,AZ,"Samux",
AZ-SR,170,AZ,"Sirvan",
AZ-TAR,171,AZ,"Tartar",
AZ-TOV,172,AZ,"Tovuz",
AZ-UCA,173,AZ,"Ucar",
AZ-XAC,174,AZ,"Xacmaz",
AZ-XIZ,175,AZ,"Xizi",
AZ-YAR,176,AZ,"Yardimli",
AZ-YEV,177,AZ,"Yevlax",
AZ-ZAQ,178,AZ,"Zaqatala",
AZ-ZAR,179,AZ,"Zardab",
BA-BIH,180,BA,"Federacija Bosne i Hercegovine",
BA-BRC,181,BA,"Brcko distrikt",
BA-SRP,182,BA,"Republika Srpska",
BB-01,183,BB,"Christ Church",
BB-02,184,BB,"Saint Andrew",
BB-03,185,BB,"Saint George",
BB-04,186,BB,"Saint James",
BB-05,187,BB,"Saint John",
BB-07,188,BB,"Saint Lucy",
BB-08,189,BB,"Saint Michael",
BB-09,190,BB,"Saint Peter",
BB-10,191,BB,"Saint Philip",
BB-11,192,BB,"Saint Thomas",
BD-A,193,BD,"Barishal",
BD-B,194,BD,"Chattogram",
BD-C,195,BD,"Dhaka",
BD-D,196,BD,"Khulna",
BD-E,197,BD,"Rajshahi",
BD-F,198,BD,"Rangpur",
BD-G,199,BD,"Sylhet",
BE-BRU,200,BE,"Brussels Hoofdstedelijk Gewest",
BE-VAN,201,BE,"Antwerpen",
BE-VBR,202,BE,"Vlaams-Brabant",
BE-VLI,203,BE,"Limburg",
BE-VOV,204,BE,"Oost-Vlaanderen",
BE-VWV,205,BE,"West-Vlaanderen",
BE-WBR,206,BE,"Brabant wallon",
BE-WHT,207,BE,"Hainaut",
BE-WLG,208,BE,"Liege",
BE-WLX,209,BE,"Luxembourg",
BE-WNA,210,BE,"Namur",
BF-BAL,211,BF,"Bale",
BF-BAM,212,BF,"Bam",
BF-BAN,213,BF,"Banwa",
BF-BAZ,214,BF,"Bazega",
BF-BGR,215,BF,"Bougouriba",
BF-BLG,216,BF,"Boulgou",
BF-BLK,217,BF,"Boulkiemde",
BF-COM,218,BF,"Comoe",
BF-GAN,219,BF,"Ganzourgou",
BF-GNA,220,BF,"Gnagna",
BF-GOU,221,BF,"Gourma",
BF-HOU,222,BF,"Houet",
BF-IOB,223,BF,"Ioba",
BF-KAD,224,BF,"Kadiogo",
BF-KEN,225,BF,"Kenedougou",
BF-KMP,226,BF,"Kompienga",
BF-KOS,227,BF,"Kossi",
BF-KOT,228,BF,"Kouritenga",
BF-KOW,229,BF,"Kourweogo",
BF-LER,230,BF,"Leraba",
BF-LOR,231,BF,"Loroum",
BF-MOU,232,BF,"Mouhoun",
BF-NAM,233,BF,"Namentenga",
BF-NAO,234,BF,"Nahouri",
BF-NAY,235,BF,"Nayala",
BF-OUB,236,BF,"Oubritenga",
BF-OUD,237,BF,"Oudalan",
BF-PAS,238,BF,"Passore",
BF-SEN,239,BF,"Seno",
BF-SIS,240,BF,"Sissili",
BF-SMT,241,BF,"Sanmatenga",
BF-SOM,242,BF,"Soum",
BF-SOR,243,BF,"Sourou",
BF-TAP,244,BF,"Tapoa",
BF-TUI,245,BF,"Tuy",
BF-YAT,246,BF,"Yatenga",
BF-ZIR,247,BF,"Ziro",
BF-ZON,248,BF,"Zondoma",
BF-ZOU,249,BF,"Zoundweogo",
BG-01,250,BG,"Blagoevgrad",
BG-02,251,BG,"Burgas",
BG-03,252,BG,"Varna",
BG-04,253,BG,"Veliko Tarnovo",
BG-05,254,BG,"Vidin",
BG-06,255,BG,"Vratsa",
BG-07,256,BG,"Gabrovo",
BG-08,257,BG,"Dobrich",
BG-09,258,BG,"Kardzhali",
BG-10,259,BG,"Kyustendil",
BG-11,260,BG,"Lovech",
BG-12,261,BG,"Montana",
BG-13,262,BG,"Pazardzhik",
BG-14,263,BG,"Pernik",
BG-15,264,BG,"Pleven",
BG-16,265,BG,"Plovdiv",
BG-17,266,BG,"Razgrad",
BG-18,267,BG,"Ruse",
BG-19,268,BG,"Silistra",
BG-20,269,BG,"Sliven",
BG-21,270,BG,"Smolyan",
BG-22,271,BG,"Sofia (stolitsa)",
BG-23,272,BG,"Sofia",
BG-24,273,BG,"Stara Zagora",
BG-25,274,BG,"Targovishte",
BG-26,275,BG,"Haskovo",
BG-27,276,BG,"Shumen",
BG-28,277,BG,"Yambol",
BH-13,278,BH,"Al 'Asimah",
BH-14,279,BH,"Al Janubiyah",
BH-15,280,BH,"Al Muharraq",
BH-17,281,BH,"Ash Shamaliyah",
BI-BM,282,BI,"Bujumbura Mairie",
BI-BR,283,BI,"Bururi",
BI-CI,284,BI,"Cibitoke",
BI-GI,285,BI,"Gitega",
BI-KI,286,BI,"Kirundo",
BI-MW,287,BI,"Mwaro",
BI-NG,288,BI,"Ngozi",
BI-RM,289,BI,"Rumonge",
BI-RT,290,BI,"Rutana",
BI-RY,291,BI,"Ruyigi",
BJ-AK,292,BJ,"Atacora",
BJ-AQ,293,BJ,"Atlantique",
BJ-BO,294,BJ,"Borgou",
BJ-CO,295,BJ,"Collines",
BJ-DO,296,BJ,"Donga",
BJ-LI,297,BJ,"Littoral",
BJ-MO,298,BJ,"Mono",
BJ-OU,299,BJ,"Oueme",
BJ-PL,300,BJ,"Plateau",
BJ-ZO,301,BJ,"Zou",
BN-BE,302,BN,"Belait",
BN-BM,303,BN,"Brunei-Muara",
BN-TE,304,BN,"Temburong",
BN-TU,305,BN,"Tutong",
BO-B,306,BO,"El Beni",
BO-C,307,BO,"Cochabamba",
BO-H,308,BO,"Chuquisaca",
BO-L,309,BO,"La Paz",
BO-N,310,BO,"Pando",
BO-O,311,BO,"Oruro",
BO-P,312,BO,"Potosi",
BO-S,313,BO,"Santa Cruz",
BO-T,314,BO,"Tarija",
BQ-BO,315,BQ,"Bonaire",
BQ-SA,316,BQ,"Saba",
BQ-SE,317,BQ,"Sint Eustatius",
BR-AC,318,BR,"Acre",
BR-AL,319,BR,"Alagoas",
BR-AM,320,BR,"Amazonas",
BR-AP,321,BR,"Amapa",
BR-BA,322,BR,"Bahia",
BR-CE,323,BR,"Ceara",
BR-DF,324,BR,"Distrito Federal",
BR-ES,325,BR,"Espirito Santo",
BR-GO,326,BR,"Goias",
BR-MA,327,BR,"Maranhao",
BR-MG,328,BR,"Minas Gerais",
BR-MS,329,BR,"Mato Grosso do Sul",
BR-MT,330,BR,"Mato Grosso",
BR-PA,331,BR,"Para",
BR-PB,332,BR,"Paraiba",
BR-PE,333,BR,"Pernambuco",
BR-PI,334,BR,"Piaui",
BR-PR,335,BR,"Parana",
BR-RJ,336,BR,"Rio de Janeiro",
BR-RN,337,BR,"Rio Grande do Norte",
BR-RO,338,BR,"Rondonia",
BR-RR,339,BR,"Roraima",
BR-RS,340,BR,"Rio Grande do Sul",
BR-SC,341,BR,"Santa Catarina",
BR-SE,342,BR,"Sergipe",
BR-SP,343,BR,"Sao Paulo",
BR-TO,344,BR,"Tocantins",
BS-BP,345,BS,"Black Point",
BS-CO,346,BS,"Central Abaco",
BS-EG,347,BS,"East Grand Bahama",
BS-FP,348,BS,"City of Freeport",
BS-HI,349,BS,"Harbour Island",
BS-LI,350,BS,"Long Island",
BS-NE,351,BS,"North Eleuthera",
BS-NP,352,BS,"New Providence",
BS-NS,353,BS,"North Andros",
BS-SE,354,BS,"South Eleuthera",
BS-SS,355,BS,"San Salvador",
BS-WG,356,BS,"West Grand Bahama",
BT-11,357,BT,"Paro",
BT-12,358,BT,"Chhukha",
BT-14,359,BT,"Samtse",
BT-15,360,BT,"Thimphu",
BT-21,361,BT,"Tsirang",
BT-22,362,BT,"Dagana",
BT-23,363,BT,"Punakha",
BT-24,364,BT,"Wangdue Phodrang",
BT-31,365,BT,"Sarpang",
BT-32,366,BT,"Trongsa",
BT-33,367,BT,"Bumthang",
BT-34,368,BT,"Zhemgang",
BT-41,369,BT,"Trashigang",
BT-42,370,BT,"Monggar",
BT-43,371,BT,"Pema Gatshel",
BT-44,372,BT,"Lhuentse",
BT-45,373,BT,"Samdrup Jongkhar",
BT-GA,374,BT,"Gasa",
BW-CE,375,BW,"Central",
BW-CH,376,BW,"Chobe",
BW-GH,377,BW,"Ghanzi",
BW-KL,378,BW,"Kgatleng",
BW-KW,379,BW,"Kweneng",
BW-NE,380,BW,"North East",
BW-NW,381,BW,"North West",
BW-SE,382,BW,"South East",
BW-SO,383,BW,"Southern",
BY-BR,384,BY,"Brestskaya voblasts'",
BY-HM,385,BY,"Horad Minsk",
BY-HO,386,BY,"Homyel'skaya voblasts'",
BY-HR,387,BY,"Hrodzyenskaya voblasts'",
BY-MA,388,BY,"Mahilyowskaya voblasts'",
BY-MI,389,BY,"Minskaya voblasts'",
BY-VI,390,BY,"Vitsyebskaya voblasts'",
BZ-BZ,391,BZ,"Belize",
BZ-CY,392,BZ,"Cayo",
BZ-CZL,393,BZ,"Corozal",
BZ-OW,394,BZ,"Orange Walk",
BZ-SC,395,BZ,"Stann Creek",
BZ-TOL,396,BZ,"Toledo",
CA-AB,397,CA,"Alberta",
CA-BC,398,CA,"British Columbia",
CA-MB,399,CA,"Manitoba",
CA-NB,400,CA,"New Brunswick",
CA-NL,401,CA,"Newfoundland and Labrador",
CA-NS,402,CA,"Nova Scotia",
CA-NT,403,CA,"Northwest Territories",
CA-NU,404,CA,"Nunavut",
CA-ON,405,CA,"Ontario",
CA-PE,406,CA,"Prince Edward Island",
CA-QC,407,CA,"Quebec",
CA-SK,408,CA,"Saskatchewan",
CA-YT,409,CA,"Yukon",
CD-EQ,410,CD,"Equateur",
CD-HK,411,CD,"Haut-Katanga",
CD-HL,412,CD,"Haut-Lomami",
CD-IT,413,CD,"Ituri",
CD-KC,414,CD,"Kasai Central",
CD-KE,415,CD,"Kasai Oriental",
CD-KN,416,CD,"Kinshasa",
CD-KS,417,CD,"Kasai",
CD-LU,418,CD,"Lualaba",
CD-MA,419,CD,"Maniema",
CD-NK,420,CD,"Nord-Kivu",
CD-SA,421,CD,"Sankuru",
CD-SK,422,CD,"Sud-Kivu",
CD-TA,423,CD,"Tanganyika",
CD-TO,424,CD,"Tshopo",
CF-AC,425,CF,"Ouham",
CF-BB,426,CF,"Bamingui-Bangoran",
CF-BGF,427,CF,"Bangui",
CF-HS,428,CF,"Mambere-Kadei",
CF-KB,429,CF,"Gribingui",
CF-KG,430,CF,"Kemo-Gribingui",
CF-NM,431,CF,"Nana-Mambere",
CF-OP,432,CF,"Ouham-Pende",
CF-UK,433,CF,"Ouaka",
CF-VK,434,CF,"Vakaga",
CG-11,435,CG,"Bouenza",
CG-13,436,CG,"Sangha",
CG-14,437,CG,"Plateaux",
CG-16,438,CG,"Pointe-Noire",
CG-8,439,CG,"Cuvette",
CG-9,440,CG,"Niari",
CG-BZV,441,CG,"Brazzaville",
CH-AG,442,CH,"Aargau",
CH-AI,443,CH,"Appenzell Innerrhoden",
CH-AR,444,CH,"Appenzell Ausserrhoden",
CH-BE,445,CH,"Bern",
CH-BL,446,CH,"Basel-Landschaft",
CH-BS,447,CH,"Basel-Stadt",
CH-FR,448,CH,"Fribourg",
CH-GE,449,CH,"Geneve",
CH-GL,450,CH,"Glarus",
CH-GR,451,CH,"Graubunden",
CH-JU,452,CH,"Jura",
CH-LU,453,CH,"Luzern",
CH-NE,454,CH,"Neuchatel",
CH-NW,455,CH,"Nidwalden",
CH-OW,456,CH,"Obwalden",
CH-SG,457,CH,"Sankt Gallen",
CH-SH,458,CH,"Schaffhausen",
CH-SO,459,CH,"Solothurn",
CH-SZ,460,CH,"Schwyz",
CH-TG,461,CH,"Thurgau",
CH-TI,462,CH,"Ticino",
