AIRPORTIATACODE,ID,AIRPORTICAOCODE,TERMINALCODE,AIRPORTNAME,CITYCODE,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,AIRPORTLATITUDE,AIRPORTLONGITUDE,LOAD_TIME
CHB,1367,,,Chilas Airport,CHB,Chilas,PK,,Pakistan,PAK,SASI,,South Asia,AS,Asia,1,35.416667,74.083333,
CHC,1368,NZCH,,Christchurch International Airport,CHC,Christchurch,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-43.488655,172.538892,
CHD,1369,SNQU,,Mucuge Airport,CHD,Mucuge,BR,BR_BA,Brazil,BRA,SAME,Bahia,South America,AM,America,1,-13.031944,-41.445833,
CHE,1370,,,Tallinn City Hall Heliport,TLL,Tallinn,EE,,Estonia,EST,EEUR,,Central/Eastern Europe,EU,Europe,1,59.447989,24.753279,
CHF,1371,RKPE,,Jinhae Airport,CHF,Jinhae,KR,,South Korea,KOR,NEAS,,North East Asia,AS,Asia,1,35.1375,128.697778,
CHG,1372,ZYCY,,Chaoyang Airport,CHG,Chaoyang,CN,CNLIA,China,CHN,NEAS,Liaoning,North East Asia,AS,Asia,1,41.545081,120.437203,
CHH,1373,SPPY,,Chachapoyas Airport,CHH,Chachapoyas,PE,,Peru,PER,SAME,,South America,AM,America,1,-6.201871,-77.85617,
CHI,1374,,,Chicago Metropolitan Area,CHI,Chicago,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,41.87444444,-87.63944444,
CHJ,1375,FVCH,,Chipinge Airport,CHJ,Chipinge,ZW,,Zimbabwe,ZWE,SAFR,,Subsaharan Africa,AF,Africa,1,-20.2,32.65,
CHK,1376,KCHK,,Chickasha Municipal Airport,CHK,Chickasha,US,US_OK,U.S.A.,USA,NAME,Oklahoma,North America,AM,America,1,35.05,-97.966667,
CHL,1377,KLLJ,,Challis Airport,CHL,Challis,US,US_ID,U.S.A.,USA,NAME,Idaho,North America,AM,America,1,44.5,-114.25,
CHM,1378,SPEO,,Chimbote Airport,CHM,Chimbote,PE,,Peru,PER,SAME,,South America,AM,America,1,-9.150556,-78.531111,
CHN,1379,,,Jeonju Airport,CHN,Jeonju,KR,,South Korea,KOR,NEAS,,North East Asia,AS,Asia,1,37.016944,127.933333,
CHO,1380,KCHO,,Charlottesville Albemarle Airport,CHO,Charlottesville,US,US_VA,U.S.A.,USA,NAME,Virginia,North America,AM,America,1,38.139415,-78.449279,
CHP,1381,,,Circle Hot Springs Airport,CHP,Circle Hot Springs,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,65.466667,-144.583333,
CHQ,1382,LGSA,,Chania International Airport,CHQ,Chania,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,35.5402,24.140374,
CHR,1383,LFLX,,Deols Airport,CHR,Chateauroux,FR,FRCEN,France,FRA,WEUR,Centre,Western Europe,EU,Europe,1,46.861953,1.728128,
CHS,1384,KCHS,,Charleston International Airport,CHS,Charleston,US,US_SC,U.S.A.,USA,NAME,South Carolina,North America,AM,America,1,32.884355,-80.037157,
CHT,1385,NZCI,,Karewa Airport,CHT,Chatham Island,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-43.811551,-176.463877,
CHU,1386,,,Chuathbaluk Airport,CHU,Chuathbaluk,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,61.583436,-159.238821,
CHV,1387,LPCH,,Chaves Airport,CHV,Chaves,PT,,Portugal,PRT,SEUR,,Southern Europe,EU,Europe,1,41.733333,-7.466667,
CHW,1388,,,Royal Well Bus Station,CHW,Cheltenham,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,51.89972,-2.07806,
CHX,1389,MPCH,,Changuinola Airport,CHX,Changuinola,PA,,Panama,PAN,CAME,,Central America,AM,America,1,9.45,-82.45,
CHY,1390,,,Choiseul Bay Airport,CHY,Choiseul Bay,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,-6.713787,156.39856,
CHZ,1391,,,Chiloquin State Airport,CHZ,Chiloquin,US,US_OR,U.S.A.,USA,NAME,Oregon,North America,AM,America,1,42.579404,-121.879001,
CIA,1392,LIRA,,Ciampino-G. B. Pastine International Airport,ROM,Rome,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,41.799065,12.590987,
CIC,1393,KCIC,,Chico Municipal Airport,CIC,Chico,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,39.798178,-121.856046,
CID,1394,KCID,,The Eastern Iowa Airport,CID,Cedar Rapids,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,41.889423,-91.700305,
CIE,1395,,,Collie Airport,CIE,Collie,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-33.366667,116.133333,
CIF,1396,ZBCF,,Yulong Airport,CIF,Chifeng,CN,CNMOG,China,CHN,NEAS,Inner Mongolia,North East Asia,AS,Asia,1,42.154523,118.833173,
CIG,1397,KCAG,,Craig-Moffat Airport,CIG,Craig,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,40.495556,-107.525,
CIH,1398,,,Changzhi Airport,CIH,Changzhi,CN,CNNXI,China,CHN,NEAS,Shanxi,North East Asia,AS,Asia,1,36.245881,113.121585,
CII,1399,LTBD,,Cildir Airport,CII,Aydin,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,37.95,28.002778,
CIJ,1400,SLCO,,E. Beltram Airport,CIJ,Cobija,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-11.026389,-68.752778,
CIK,1401,,,Chalkyitsik Airport,CIK,Chalkyitsik,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,66.648056,-143.729167,
CIL,1402,,,Melsing Creek Airport,CIL,Council,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,64.908333,-163.733333,
CIM,1403,SKCM,,Cimitarra Airport,CIM,Cimitarra,CO,,Colombia,COL,SAME,,South America,AM,America,1,6.483333,-74.116667,
CIN,1404,KCIN,,Carroll Airport,CIN,Carroll,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,42.066667,-94.866667,
CIO,1405,,,MCAL Lopez Airport,CIO,Concepcion,PY,,Paraguay,PRY,SAME,,South America,AM,America,1,-23.434444,-57.418333,
CIP,1406,FLCP,,Chipata Airport,CIP,Chipata,ZM,,Zambia,ZMB,SAFR,,Subsaharan Africa,AF,Africa,1,-13.556944,32.587222,
CIQ,1407,,,Chiquimula Airport,CIQ,Chiquimula,GT,,Guatemala,GTM,CAME,,Central America,AM,America,1,14.85,-89.616667,
CIR,1408,KCIR,,Cairo Airport,CIR,Cairo,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,37.064499,-89.219597,
CIS,1409,PCIS,,Canton Island Airport,CIS,Canton Island,KI,,Kiribati,KIR,OCEA,,Oceania,OC,Oceania,1,-2.833333,-171.666667,
CIT,1410,UAII,,Shymkent Airport,CIT,Shymkent,KZ,,Kazakhstan,KAZ,EEUR,,Central/Eastern Europe,EU,Europe,1,42.364842,69.492845,
CIU,1411,KCIU,,Chippewa County Airport,SSM,Sault Ste. Marie,US,US_MI,U.S.A.,USA,NAME,Michigan,North America,AM,America,1,46.250598,-84.473192,
CIW,1412,TVSC,,Canouan Island Airport,CIW,Canouan Island,VC,,Saint Vincent and the Grenadines,VCT,CRBN,,Caribbean,AM,America,1,12.7,-61.316667,
CIX,1413,SPHI,,Cornel Ruiz Airport,CIX,Chiclayo,PE,,Peru,PER,SAME,,South America,AM,America,1,-6.789722,-79.832222,
CIY,1414,LICB,,Comiso Airport,CIY,Comiso,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,36.996209,14.609152,
CIZ,1415,SWKO,,Coari Airport,CIZ,Coari,BR,BR_AM,Brazil,BRA,SAME,Amazonas,South America,AM,America,1,-4.083333,-63.133333,
CJA,1416,SPJB,,Cajamarca Airport,CJA,Cajamarca,PE,,Peru,PER,SAME,,South America,AM,America,1,-7.133333,-78.5,
CJB,1417,VOCB,,Coimbatore International Airport,CJB,Coimbatore,IN,INTAM,India,IND,SASI,Tamil Nadu,South Asia,AS,Asia,1,11.031026,77.038931,
CJC,1418,SCCF,,El Loa Airport,CJC,Calama,CL,,Chile,CHL,SAME,,South America,AM,America,1,-22.495084,-68.908435,
CJD,1419,,,Candilejas Airport,CJD,Candilejas,CO,,Colombia,COL,SAME,,South America,AM,America,1,1.333333,-74.266667,
CJF,1420,YCWA,,Coondewanna Airport,CJF,Coondewanna,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-22.966573,118.812586,
CJH,1421,,,Chilko Lake Airport,CJH,Chilko Lake,CA,CA_BC,Canada,CAN,NAME,British Columbia,North America,AM,America,1,51.333333,-124.083333,
CJJ,1422,RKTU,,Cheongju Airport,CJJ,Cheongju,KR,,South Korea,KOR,NEAS,,North East Asia,AS,Asia,1,36.7224,127.495087,
CJL,1423,OPCH,,Chitral Airport,CJL,Chitral,PK,,Pakistan,PAK,SASI,,South Asia,AS,Asia,1,35.886111,71.794444,
CJM,1424,VTSE,,Chumphon Airport,CJM,Chumphon,TH,,Thailand,THA,SEAS,,South East Asia,AS,Asia,1,10.711122,99.361376,
CJN,1425,,,Cijulang Nusawiru Airport,CJN,Pangandaran,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-7.72,108.488611,
CJS,1426,MMCS,,Abraham Gonzalez International Airport,CJS,Ciudad Juarez,MX,,Mexico,MEX,NAME,,North America,AM,America,1,31.635929,-106.436098,
CJT,1427,,,Copalar Airport,CJT,Comitan,MX,,Mexico,MEX,NAME,,North America,AM,America,1,16.166667,-92.05,
CJU,1428,RKPC,,Jeju International Airport,CJU,Jeju,KR,,South Korea,KOR,NEAS,,North East Asia,AS,Asia,1,33.506698,126.493119,
CJZ,1429,,,Cajazeiras Airport,CJZ,Cajazeiras,BR,BR_AM,Brazil,BRA,SAME,Amazonas,South America,AM,America,1,-6.882778,-38.618333,
CKA,1430,KCKA,,Kegelman Air Field,CKA,Cherokee,US,US_OK,U.S.A.,USA,NAME,Oklahoma,North America,AM,America,1,36.75,-98.35,
CKB,1431,KCKB,,Benedum Airport,CKB,Clarksburg,US,US_WV,U.S.A.,USA,NAME,West Virginia,North America,AM,America,1,39.295556,-80.229444,
CKC,1432,UKKE,,Cherkassy Airport,CKC,Cherkassy,UA,,Ukraine,UKR,EEUR,,Central/Eastern Europe,EU,Europe,1,49.416667,32,
CKD,1433,,,Crooked Creek Airport,CKD,Crooked Creek,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,61.870833,-158.100833,
CKE,1434,,,Lampson Field,CKE,Lakeport,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,38.990591,-122.900723,
CKF,1435,,,Chongqing Shapingba Rail Stn,CKG,Chongqing,CN,CNCHO,China,CHN,NEAS,Chongqing,North East Asia,AS,Asia,1,29.55666667,106.4530556,
CKG,1436,ZUCK,,Chongqing Jiangbei International Airport,CKG,Chongqing,CN,CNCHO,China,CHN,NEAS,Chongqing,North East Asia,AS,Asia,1,29.7192,106.641998,
CKH,1437,UESO,,Chokurdah Airport,CKH,Chokurdah,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,70.633333,147.883333,
CKI,1438,YCKI,,Croker Island Airport,CKI,Croker Island,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-11.2,132.533333,
CKJ,1439,,,Chongqing Xi Rail Stn,CKG,Chongqing,CN,CNCHO,China,CHN,NEAS,Chongqing,North East Asia,AS,Asia,1,29.50611111,106.4325,
CKK,1440,,,Cherokee Village Airport,CKK,Cherokee Village,US,US_AR,U.S.A.,USA,NAME,Arkansas,North America,AM,America,1,36.5,-91.866667,
CKL,1441,,,Chkalovsky Airport,CKL,Chkalovsky,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,55.882873,38.05979,
CKM,1442,KCKM,,Fletcher Field,CKM,Clarksdale,US,US_MS,U.S.A.,USA,NAME,Mississippi,North America,AM,America,1,34.2,-90.583333,
CKN,1443,KCKN,,Crookston Municipal Airport,CKN,Crookston,US,US_MN,U.S.A.,USA,NAME,Minnesota,North America,AM,America,1,47.783333,-96.616667,
CKO,1444,SSCP,,Cornelio Procopio Airport,CKO,Cornelio Procopio,BR,BR_PR,Brazil,BRA,SAME,Parana,South America,AM,America,1,-23.116667,-50.666667,
CKP,1445,,,Chongqing Chongqinbei Rail Stn,CKG,Chongqing,CN,CNCHO,China,CHN,NEAS,Chongqing,North East Asia,AS,Asia,1,29.61333333,106.5444444,
CKR,1446,,,Crane Island Airport,CKR,Crane Island,US,US_WA,U.S.A.,USA,NAME,Washington,North America,AM,America,1,48.6,-123,
CKS,1447,SBCJ,,Carajas Airport,CKS,Carajas,BR,BR_PA,Brazil,BRA,SAME,Para,South America,AM,America,1,-6.114749,-50.001944,
CKT,1448,,,Sarakhs Airport,CKT,Sarakhs,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,36.488056,61.07,
CKU,1449,,,Cordova Municipal Airport,CDV,Cordova,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,60.543819,-145.726976,
CKV,1450,KCKV,,Outlaw Field,CKV,Clarksville,US,US_TN,U.S.A.,USA,NAME,Tennessee,North America,AM,America,1,36.620833,-87.414444,
CKW,1451,,,Christmas Creek Mine Airport,CKW,Christmas Creek Mine,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-22.3525,119.63883,
CKX,1452,,,Chicken Airport,CKX,Chicken,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,64.067778,-141.949167,
CKY,1453,GUCY,,Conakry Airport,CKY,Conakry,GN,,Guinea,GIN,SAFR,,Subsaharan Africa,AF,Africa,1,9.575655,-13.62017,
CKZ,1454,LTBH,,Canakkale Airport,CKZ,Canakkale,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,40.137422,26.426943,
CLA,1455,VGCM,,Comilla Airport,CLA,Comilla,BD,,Bangladesh,BGD,SASI,,South Asia,AS,Asia,1,23.4375,91.192222,
CLB,1456,,,Colchester - Bus Station,IPW,Ipswich,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,51.88833333,-0.904722222,
CLD,1457,KCRQ,,McClellan-Palomar Airport,CLD,Carlsbad,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,33.127288,-117.278883,
CLE,1458,KCLE,,Cleveland Hopkins International Airport,CLE,Cleveland,US,US_OH,U.S.A.,USA,NAME,Ohio,North America,AM,America,1,41.410856,-81.83821,
CLF,1459,EGYC,,Coltishall Ab,CLF,Coltishall,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,52.8,1.420935,
CLG,1460,,,Coalinga Airport,CLG,Coalinga,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,36.15,-120.35,
CLH,1461,YCAH,,Coolah Airport,CLH,Coolah,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-31.833333,149.7,
CLI,1462,KCLI,,Clintonville Municipal Airport,CLI,Clintonville,US,US_WI,U.S.A.,USA,NAME,Wisconsin,North America,AM,America,1,44.61666667,-88.76666667,
CLJ,1463,LRCL,,Cluj-Napoca International Airport,CLJ,Cluj-Napoca,RO,,Romania,ROU,EEUR,,Central/Eastern Europe,EU,Europe,1,46.782061,23.687014,
CLK,1464,KCLK,,Clinton Regional Airport,CSM,Clinton,US,US_OK,U.S.A.,USA,NAME,Oklahoma,North America,AM,America,1,35.538056,-98.9325,
CLL,1465,KCLL,,Easterwood Airport,CLL,College Station,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,30.593842,-96.366818,
CLM,1466,KCLM,,William R. Fairchild International Airport,CLM,Port Angeles,US,US_WA,U.S.A.,USA,NAME,Washington,North America,AM,America,1,48.118658,-123.497237,
CLN,1467,SBCI,,Carolina Airport,CLN,Carolina,BR,BR_MA,Brazil,BRA,SAME,Maranhao,South America,AM,America,1,-7.333333,-47.45,
CLO,1468,SKCL,,Alfonso B. Aragon Airport,CLO,Cali,CO,,Colombia,COL,SAME,,South America,AM,America,1,3.543056,-76.381389,
CLP,1469,,,Clarks Point Airport,CLP,Clarks Point,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,58.836903,-158.528192,
CLQ,1470,MMIA,,Miguel de la Madrid Airport,CLQ,Colima,MX,,Mexico,MEX,NAME,,North America,AM,America,1,19.277,-103.577002,
CLR,1471,KCLR,,Cliff Hatfield Memorial Airport,CLR,Calipatria,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,33.1315,-115.521004,
CLS,1472,KCLS,,Centralia Airport,CLS,Chehalis,US,US_WA,U.S.A.,USA,NAME,Washington,North America,AM,America,1,46.673889,-122.981111,
CLT,1473,KCLT,,Charlotte Douglas International Airport,CLT,Charlotte,US,US_NC,U.S.A.,USA,NAME,North Carolina,North America,AM,America,1,35.219167,-80.935833,
CLU,1474,KBAK,,Columbus Municipal Airport,CLU,Columbus,US,US_IN,U.S.A.,USA,NAME,Indiana,North America,AM,America,1,39.261918,-85.896329,
CLV,1475,SBCN,,Nelson R. Guimaraes Airport,CLV,Caldas Novas,BR,BR_GO,Brazil,BRA,SAME,Goias,South America,AM,America,1,-17.725605,-48.60746,
CLW,1476,KCLW,,Clearwater Air Park,TPA,Tampa,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,27.976667,-82.758611,
CLX,1477,SATC,,Clorinda Airport,CLX,Clorinda,AR,AR_FO,Argentina,ARG,SAME,Formosa,South America,AM,America,1,-25.333333,-57.666667,
CLY,1478,LFKC,,Sainte Catherine Airport,CLY,Calvi,FR,FRCOR,France,FRA,WEUR,Corsica,Western Europe,EU,Europe,1,42.527778,8.791667,
CLZ,1479,SVCL,,Calabozo Airport,CLZ,Calabozo,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,8.933333,-67.433333,
CMA,1480,YCMU,,Cunnamulla Airport,CMA,Cunnamulla,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-28.031389,145.616111,
CMB,1481,VCBI,,Colombo Metropolitan Area,CMB,Colombo,LK,,Sri Lanka,LKA,SASI,,South Asia,AS,Asia,1,7.174112,79.886494,
CMC,1482,,,Camocim Airport,CMC,Camocim,BR,BR_CE,Brazil,BRA,SAME,Ceara,South America,AM,America,1,-2.916667,-40.833333,
CMD,1483,YCTM,,Cootamundra Airport,CMD,Cootamundra,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-34.628333,148.043333,
CME,1484,MMCE,,Ciudad Del Carmen Airport,CME,Ciudad Del Carmen,MX,,Mexico,MEX,NAME,,North America,AM,America,1,18.651029,-91.802734,
CMF,1485,LFLB,,Chambery Airport,CMF,Chambery,FR,FRAUR,France,FRA,WEUR,Auvergne and Rhone-Alpes,Western Europe,EU,Europe,1,45.637994,5.88437,
CMG,1486,SBCR,,Corumba Internacional Airport,CMG,Corumba,BR,BR_MS,Brazil,BRA,SAME,Mato Grosso do Sul,South America,AM,America,1,-19.011111,-57.672222,
CMH,1487,KCMH,,Columbus Metropolitan Area,CMH,Columbus,US,US_OH,U.S.A.,USA,NAME,Ohio,North America,AM,America,1,39.998181,-82.884966,
CMI,1488,KCMI,,University of Illinois Willard Airport,CMI,Champaign,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,40.039167,-88.278056,
CMJ,1489,RCCM,,Qimei Airport,CMJ,Qimei,TW,,Taiwan,TWN,NEAS,,North East Asia,AS,Asia,1,23.211497,119.417519,
CMK,1490,FWCM,,Club Makokola Airport,CMK,Club Makokola,MW,,Malawi,MWI,SAFR,,Subsaharan Africa,AF,Africa,1,-14.3069,35.1325,
CML,1491,,,Camooweal Airport,CML,Camooweal,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-19.933333,138.116667,
CMM,1492,,,Carmelita Airport,CMM,Carmelita,GT,,Guatemala,GTM,CAME,,Central America,AM,America,1,17.458333,-90.053333,
CMN,1493,GMMN,,Mohamed V International Airport,CAS,Casablanca,MA,,Morocco,MAR,NAFR,,North Africa,AF,Africa,1,33.366667,-7.586667,
CMO,1494,HCMO,,Obbia Airport,CMO,Obbia,SO,,Somalia,SOM,SAFR,,Subsaharan Africa,AF,Africa,1,5.366667,48.516667,
CMP,1495,SNKE,,Santana do Araguaia Airport,CMP,Santana do Araguaia,BR,BR_PA,Brazil,BRA,SAME,Para,South America,AM,America,1,-9.319973,-50.328492,
CMQ,1496,YCMT,,Clermont Airport,CMQ,Clermont,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-22.77181,147.621888,
CMR,1497,LFGA,,Colmar-Houssen Airport,CMR,Colmar,FR,FRALS,France,FRA,WEUR,Grand-Est,Western Europe,EU,Europe,1,48.083333,7.366667,
CMS,1498,HCMS,,Scusciuban Airport,CMS,Scusciuban,SO,,Somalia,SOM,SAFR,,Subsaharan Africa,AF,Africa,1,10.3,50.233333,
CMT,1499,,,Cameta Airport,CMT,Cameta,BR,BR_PA,Brazil,BRA,SAME,Para,South America,AM,America,1,-2.2,-49.5,
CMU,1500,,,Chimbu Airport,CMU,Kundiawa,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.020586,144.972845,
CMV,1501,NZCX,,Coromandel Airport,CMV,Coromandel,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-36.791132,175.508453,
CMW,1502,MUCM,,Ign Agramonte International Airport,CMW,Camaguey,CU,,Cuba,CUB,CRBN,,Caribbean,AM,America,1,21.418611,-77.849722,
CMX,1503,KCMX,,Houghton County Airport,CMX,Hancock,US,US_MI,U.S.A.,USA,NAME,Michigan,North America,AM,America,1,47.167778,-88.486389,
CMY,1504,KCMY,,Fort McCoy Army Air Field,CMY,Sparta,US,US_WI,U.S.A.,USA,NAME,Wisconsin,North America,AM,America,1,44.033472,-90.778972,
CMZ,1505,,,Caia Airport,CMZ,Caia,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-17.85,35.4,
CNA,1506,MMCA,,Cananea Airport,CNA,Cananea,MX,,Mexico,MEX,NAME,,North America,AM,America,1,31,-110.333333,
CNB,1507,YCNM,,Coonamble Airport,CNB,Coonamble,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-30.980833,148.378333,
CNC,1508,YCCT,,Coconut Island Airport,CNC,Coconut Island,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-10.049966,143.070066,
CND,1509,LRCK,,Kogalniceanu Airport,CND,Constanta,RO,,Romania,ROU,EEUR,,Central/Eastern Europe,EU,Europe,1,44.35,28.483333,
CNE,1510,,,Canon City Airport,CNE,Canon City,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,38.45,-105.233333,
CNF,1511,SBCF,,Tancredo Neves International Airport,BHZ,Belo Horizonte,BR,BR_MG,Brazil,BRA,SAME,Minas Gerais,South America,AM,America,1,-19.632417,-43.963213,
CNG,1512,LFBG,,Chateaubernard Airport,CNG,Cognac,FR,FRAQU,France,FRA,WEUR,New Aquitaine,Western Europe,EU,Europe,1,45.683333,-0.333333,
CNH,1513,KCNH,,Claremont Municipal Airport,CNH,Claremont,US,US_NH,U.S.A.,USA,NAME,New Hampshire,North America,AM,America,1,43.383333,-72.333333,
CNI,1514,ZYCH,,Changhai Airport,CNI,Changhai,CN,CNLIA,China,CHN,NEAS,Liaoning,North East Asia,AS,Asia,1,39.26702,122.663948,
CNJ,1515,YCCY,,Cloncurry Airport,CNJ,Cloncurry,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-20.668905,140.508521,
CNK,1516,KCNK,,Blosser Municipal Airport,CNK,Concordia,US,US_KS,U.S.A.,USA,NAME,Kansas,North America,AM,America,1,39.566667,-97.666667,
CNL,1517,EKSN,,Sindal Airport,CNL,Sindal,DK,,Denmark,DNK,NEUR,,Northern Europe,EU,Europe,1,57.483333,10.216667,
CNM,1518,KCNM,,Cavern City Air Terminal,CNM,Carlsbad,US,US_NM,U.S.A.,USA,NAME,New Mexico,North America,AM,America,1,32.337222,-104.262778,
CNN,1519,,,Kannur International Airport,CNN,Kannur,IN,INKER,India,IND,SASI,Kerala,South Asia,AS,Asia,1,11.920073,75.549919,
CNO,1520,KCNO,,Chino Airport,CNO,Chino,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,33.980833,-117.639167,
CNP,1521,BGCO,,Neerlerit Inaat Airport,CNP,Neerlerit Inaat,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,70.743056,-22.658333,
CNQ,1522,SARC,,Camba Punta Airport,CNQ,Corrientes,AR,AR_CR,Argentina,ARG,SAME,Corrientes,South America,AM,America,1,-27.449722,-58.762222,
CNR,1523,SCRA,,Chanaral Airport,CNR,Chanaral,CL,,Chile,CHL,SAME,,South America,AM,America,1,-26.329167,-70.604167,
CNS,1524,YBCS,,Cairns Airport,CNS,Cairns,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-16.876538,145.754041,
CNT,1525,,,Charata Airport,CNT,Charata,AR,AR_CH,Argentina,ARG,SAME,Chaco,South America,AM,America,1,-27.216667,-61.233333,
CNU,1526,KCNU,,Martin Johnson Airport,CNU,Chanute,US,US_KS,U.S.A.,USA,NAME,Kansas,North America,AM,America,1,37.683333,-95.45,
CNV,1527,,,Canavieiras Airport,CNV,Canavieiras,BR,BR_BA,Brazil,BRA,SAME,Bahia,South America,AM,America,1,-15.666667,-38.983333,
CNW,1528,KCNW,,TSTC Waco Airport,ACT,Waco,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,31.63759,-97.073408,
CNX,1529,VTCC,,Chiang Mai International Airport,CNX,Chiang Mai,TH,,Thailand,THA,SEAS,,South East Asia,AS,Asia,1,18.769574,98.968409,
CNY,1530,KCNY,,Canyonlands Field,CNY,Moab,US,US_UT,U.S.A.,USA,NAME,Utah,North America,AM,America,1,38.759444,-109.746111,
CNZ,1531,,,Cangamba Airport,CNZ,Cangamba,AO,,Angola,AGO,SAFR,,Subsaharan Africa,AF,Africa,1,-11.5,19,
COA,1532,,,Columbia Airport,COA,Columbia,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,38.028889,-120.412778,
COB,1533,,,Coolibah Airport,COB,Coolibah,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-15.55,130.933333,
COC,1534,SAAC,,Comodoro Pierrestegui Airport,COC,Concordia,AR,AR_ER,Argentina,ARG,SAME,Entre Rios,South America,AM,America,1,-31.297222,-57.996389,
COD,1535,KCOD,,Yellowstone Regional Airport,COD,Cody,US,US_WY,U.S.A.,USA,NAME,Wyoming,North America,AM,America,1,44.515833,-109.0275,
COE,1536,KCOE,,Pappy Boyington Field,COE,Coeur D'Alene,US,US_ID,U.S.A.,USA,NAME,Idaho,North America,AM,America,1,47.774279,-116.819654,
COF,1537,KCOF,,Patrick Air Force Base,COI,Cocoa,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,28.241516,-80.609387,
